12:27:14,1391,719,0
12:27:14,1428,812,0
12:27:14,1451,823,0
12:27:14,1821,730,0
12:27:14,2051,739,0
12:27:14,2140,863,0
12:27:14,2060,943,0
12:27:14,1907,956,0
12:27:14,1838,944,0
12:27:14,1759,915,0
12:27:14,1758,914,0
12:27:14,1756,913,0
12:27:15,1747,905,0
12:27:15,1747,905,0
12:27:15,1747,905,0
12:27:15,1747,905,0
12:27:15,1747,905,0
12:27:15,1746,904,0
12:27:15,1736,899,0
12:27:15,1736,899,0
12:27:15,1736,899,0
12:27:15,1736,899,0
12:27:15,1736,899,0
12:27:15,1736,899,0
12:27:15,1739,903,0
12:27:15,1727,913,0
12:27:15,1662,985,0
12:27:15,1570,997,0
12:27:15,1323,871,0
12:27:15,1125,692,0
12:27:15,1124,688,0
12:27:16,1124,688,0
12:27:16,1123,689,0
12:27:16,1122,714,0
12:27:16,1115,728,0
12:27:16,1058,768,0
12:27:16,944,789,0
12:27:16,764,813,0
12:27:16,766,806,0
12:27:16,1059,772,0
12:27:16,1671,770,0
12:27:16,1848,772,0
12:27:16,1833,795,0
12:27:16,1844,902,0
12:27:16,1844,981,0
12:27:16,1847,1008,0
12:27:16,1849,1009,0
12:27:16,1852,1009,0
12:27:16,1855,1005,0
12:27:16,1857,1003,0
12:27:16,1857,1003,0
12:27:17,1857,1003,0
12:27:17,1856,1001,0
12:27:17,1840,985,0
12:27:17,1798,949,0
12:27:17,1744,881,0
12:27:17,1735,845,0
12:27:17,1730,807,0
12:27:17,1728,798,0
12:27:17,1727,796,0
12:27:17,1727,796,0
12:27:17,1725,795,0
12:27:17,1724,795,0
12:27:17,1724,795,0
12:27:17,1724,795,0
12:27:17,1724,795,0
12:27:17,1724,795,0
12:27:17,1724,795,0
12:27:17,1724,795,0
12:27:17,1723,789,0
12:27:17,1723,787,0
12:27:18,1723,786,0
12:27:18,1723,786,0
12:27:18,1723,786,0
12:27:18,1723,786,0
12:27:18,1723,786,0
12:27:18,1725,784,0
12:27:18,1725,784,0
12:27:18,1725,784,0
12:27:18,1725,784,0
12:27:18,1725,786,0
12:27:18,1727,792,0
12:27:18,1700,819,0
12:27:18,1660,837,0
12:27:18,1623,850,0
12:27:18,1572,874,0
12:27:18,1511,897,0
12:27:18,1423,928,0
12:27:18,1371,951,0
12:27:18,1370,952,0
12:27:18,1370,952,0
12:27:19,1370,952,0
12:27:19,1321,966,0
12:27:19,1185,976,0
12:27:19,1183,975,0
12:27:19,1183,975,0
12:27:19,1183,975,0
12:27:19,1183,975,0
12:27:19,1183,975,0
12:27:19,1121,1027,0
12:27:19,970,1096,0
12:27:19,960,1102,0
12:27:19,960,1102,0
12:27:19,966,1088,0
12:27:19,968,1072,0
12:27:19,968,1072,0
12:27:19,968,1072,0
12:27:19,968,1072,0
12:27:19,968,1072,0
12:27:19,968,1072,0
12:27:20,930,1083,0
12:27:20,867,1101,0
12:27:20,866,1101,0
12:27:20,886,1061,0
12:27:20,1087,904,0
12:27:20,1225,826,0
12:27:20,1232,825,0
12:27:20,1232,825,0
12:27:20,1232,825,0
12:27:20,1232,825,0
12:27:20,1232,825,0
12:27:20,1232,825,0
12:27:20,1232,825,0
12:27:20,1235,823,0
12:27:20,1235,823,0
12:27:20,1235,823,0
12:27:20,1235,823,0
12:27:20,1235,823,0
12:27:20,1235,823,0
12:27:20,1235,823,0
12:27:21,1235,823,0
12:27:21,1235,823,0
12:27:21,1235,823,0
12:27:21,1235,823,0
12:27:21,1235,823,0
12:27:21,1235,823,0
12:27:21,1235,823,0
12:27:21,1235,827,0
12:27:21,1235,847,0
12:27:21,1235,847,0
12:27:21,1235,839,0
12:27:21,1234,837,0
12:27:21,1234,837,0
12:27:21,1232,836,0
12:27:21,1232,834,0
12:27:21,1238,813,0
12:27:21,1239,810,0
12:27:21,1239,810,0
12:27:21,1228,813,0
12:27:21,882,937,0
12:27:22,404,1033,0
12:27:22,273,1055,0
12:27:22,276,1064,0
12:27:22,296,1133,0
12:27:22,296,1215,0
12:27:22,291,1264,0
12:27:22,281,1281,0
12:27:22,241,1305,0
12:27:22,215,1328,0
12:27:22,186,1357,0
12:27:22,185,1384,0
12:27:22,179,1394,0
12:27:22,178,1398,0
12:27:22,178,1398,0
12:27:22,178,1398,0
12:27:22,178,1398,0
12:27:22,178,1398,0
12:27:22,178,1398,0
12:27:22,180,1395,0
12:27:23,198,1374,0
12:27:23,215,1351,0
12:27:23,221,1340,0
12:27:23,223,1336,0
12:27:23,223,1336,0
12:27:23,223,1336,0
12:27:23,223,1336,0
12:27:23,223,1336,0
12:27:23,223,1336,0
12:27:23,223,1336,0
12:27:23,223,1336,0
12:27:23,223,1336,0
12:27:23,223,1336,0
12:27:23,223,1336,0
12:27:23,223,1336,0
12:27:23,223,1336,0
12:27:23,223,1336,0
12:27:23,223,1336,0
12:27:23,223,1336,0
12:27:23,223,1336,0
12:27:24,223,1336,0
12:27:24,223,1336,0
12:27:24,223,1336,0
12:27:24,223,1336,0
12:27:24,223,1336,0
12:27:24,223,1336,0
12:27:24,223,1336,0
12:27:24,223,1336,0
12:27:24,224,1333,0
12:27:24,327,1080,0
12:27:24,405,563,0
